country,as_name,ip,comment,as_num,first_seen,last_seen,b_date,ooni,b1,b2,b3,b4,b5,b6,b_snmp,snmp_sysdescr,snmp_date,rdns,rdns_date,denypage_title,denypage_title_date,denypage_mailto,denypage_mailto_date,denypage_hostname
QA,Ooredoo Q.S.C.,82.148.98.222,,8781,2017-08-31,2018-04-04,2017-09-07 15:12:42,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Linux REC-NSW2-CLUSTER4 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-09-07 15:12:42,,,,,,,
QA,Ooredoo Q.S.C.,82.148.98.218,,8781,2017-08-31,2017-11-29,2017-09-07 15:18:07,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Linux REC-NSW1-CLUSTER4 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-09-07 15:18:07,,,Access Denied,2017-08-31 15:17:54,,,http://82.148.98.218
QA,Ooredoo Q.S.C.,82.148.98.210,,8781,2017-08-31,2018-04-04,2018-04-04 15:44:39,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Linux WAC-NSW1-CLUSTER4 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2018-04-04 15:44:39,,,Access Denied,2017-08-31 15:41:19,,,http://82.148.98.210
QA,Ooredoo Q.S.C.,82.148.116.98,,8781,2017-08-31,2018-04-04,2018-04-04 15:30:22,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Linux WAC-NSW1-CLU3 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2018-04-04 15:30:22,ge-wac-nsw.qatar.net.qa,2017-08-31 15:42:24,,,,,
QA,Ooredoo Q.S.C.,82.148.116.110,,8781,2017-08-31,2018-04-04,2017-09-07 15:16:31,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Linux KTC-NSW2-CLU3 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-09-07 15:16:31,ge-ktc-nsw2.qatar.net.qa,2017-08-31 15:29:04,,,,,
QA,Ooredoo Q.S.C.,82.148.116.106,,8781,2017-08-31,2018-04-04,2017-09-07 15:16:39,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Linux KTC-NSW1-CLU3 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-09-07 15:16:39,ge-ktc-nsw1.qatar.net.qa,2017-08-31 15:17:25,,,,,
QA,Ooredoo Q.S.C.,82.148.116.102,,8781,2017-08-31,2018-04-04,2018-02-21 15:25:12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Linux WAC-NSW2-CLU3 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2018-02-21 15:25:12,ge-wac-nsw.qatar.net.qa,2017-08-31 15:16:06,,,,,
QA,Ooredoo Q.S.C.,82.148.100.101,,8781,2017-08-31,2018-04-04,2018-04-04 15:59:52,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,mail.dreamsgroup.com.qa,2017-08-31 15:14:45,,,,,
SA,Etihad Atheeb Telecom Company,94.77.210.93,,47794,2017-08-31,2018-04-04,2017-11-01 15:35:51,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux ns-go-ps01 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2017-11-01 15:35:51,,,Access Denied,2017-08-31 15:23:33,,,
SD,KANARTEL,197.254.192.38,,33788,2017-08-31,2018-04-04,2018-04-04 15:59:18,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux NSPS02 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:59:18,,,Access Denied,2017-08-31 15:24:10,,,
SD,KANARTEL,197.254.192.34,,33788,2017-08-31,2018-04-04,2018-04-04 14:56:33,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux NSPS01 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 14:56:33,,,Access Denied,2017-09-26 10:44:58,,,
SD,KANARTEL,196.29.164.27,,33788,2017-08-31,2018-04-04,2018-04-04 15:46:44,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,
SD,Sudatel,196.1.211.4,,15706,2017-08-31,2018-04-04,2018-04-04 14:52:45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux NS-PS01 2.6.32-573.7.1.el6.x86_64 #1 SMP Tue Sep 22 22:00:00 UTC 2015 x86_64,2018-04-04 14:52:45,,,Access Denied,2017-08-31 15:20:32,,,
SO,Golis-Telecom-AS,41.223.109.101,Filled in ASN info - asn.cymru.com,328250,2018-03-14,2018-04-04,2018-04-04 14:57:16,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux bosaso-ns-ps01 2.6.32-696.3.2.el6.x86_64 #1 SMP Tue Jun 20 01:26:55 UTC 2017 x86_64,2018-04-04 14:57:16,,,Untitled document,2018-03-14 16:02:40,,,
SO,HORMUUD,41.78.75.140,,37371,2017-08-31,2018-04-04,2018-04-04 15:17:48,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Linux hormuud-remote_nsps01 2.6.32-573.7.1.el6.x86_64 #1 SMP Tue Sep 22 22:00:00 UTC 2015 x86_64,2018-04-04 15:17:48,,,Untitled document,2017-08-31 15:21:54,,,
SO,HORMUUD,41.78.74.138,,37371,2017-08-31,2018-04-04,2018-04-04 15:59:10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux hormuud_ps01 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-04-04 15:59:10,,,Untitled document,2017-08-31 15:24:54,,,
SO,HORMUUD,41.78.72.115,,37371,2017-08-31,2018-04-04,2018-04-04 15:31:33,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Linux netsweeper2.hortel.net 2.6.18-194.8.1.el5.netsw #1 SMP Thu Aug 5 10:24:39 EDT 2010 i686,2018-04-04 15:31:33,,,Access Denied,2017-08-31 15:11:38,,,http://41.78.72.115
SO,HORMUUD,41.78.72.114,,37371,2017-11-24,2018-04-04,2018-04-04 15:41:14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,
SO,HORMUUD,41.78.73.113,was geoip matched to ZA incorrectly as ASN is Somali,37371,2017-08-31,2018-04-04,2018-04-04 15:06:04,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux hormuud_ps02 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-04-04 15:06:04,,,Access Denied,2017-08-31 15:27:00,,,
SO,O3b Limited,41.223.111.147,,60725,2017-08-31,2018-04-04,2017-09-07 15:29:21,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Linux Golis-NS3 2.6.18-308.13.1.el5.netsw #1 SMP Mon Oct 1 09:15:16 EDT 2012 x86_64,2017-09-07 15:29:21,,,Access Denied,2017-08-31 15:13:17,,,
YE,Public Telecommunication Corporation,82.114.160.98,,30873,2018-01-11,2018-04-04,2018-04-04 15:27:54,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,Access Denied,2018-01-11 17:02:10,,,
YE,Public Telecommunication Corporation,82.114.160.94,,30873,2017-08-31,2018-04-04,2018-02-14 15:05:03,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Untitled document,2017-08-31 15:12:21,safenet@yemen.net.ye,2017-08-31 15:12:21,
YE,Public Telecommunication Corporation,82.114.160.93,,30873,2017-08-31,2018-04-04,2018-03-14 15:48:55,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,Access Denied,2017-08-31 15:19:31,,,
YE,Public Telecommunication Corporation,82.114.160.104,,30873,2017-08-31,2018-04-04,2018-04-04 15:20:29,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,
YE,Public Telecommunication Corporation,82.114.160.103,,30873,2017-08-31,2018-04-04,2018-04-04 15:36:16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,
YE,Public Telecommunication Corporation,82.114.160.102,,30873,2017-08-31,2018-04-04,2018-04-04 14:59:33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,
